date,player,line,predicted,actual,predDiff,rawProb,myProb,bookProb,edge,bet,stake,pnl,bankroll,betSide,betOdds,avgPts10,last1Pts,retrain_period,model_train_end
2025-01-16,Kyle Kuzma,16.5,14.8,5,1.73,0.59,0.633,0.51,0.123,True,73.04,60.87,1140.59,under,-120,13.8,22.0,4,2025-01-01
2025-01-16,Kevin Durant,27.5,26.3,23,1.18,0.562,0.575,0.48,0.095,False,0.0,0.0,1140.59,under,-105,27.5,31.0,4,2025-01-01
2025-01-16,Shai Gilgeous-Alexander,32.5,31.2,40,1.27,0.566,0.58,0.5,0.08,False,0.0,0.0,1140.59,under,-115,33.7,32.0,4,2025-01-01
2025-01-16,Tyrese Haliburton,18.5,17.3,17,1.15,0.56,0.571,0.5,0.071,False,0.0,0.0,1140.59,under,-115,19.2,2.0,4,2025-01-01
2025-01-16,Devin Booker,27.5,24.5,37,3.04,0.655,0.675,0.48,0.196,False,0.0,0.0,1140.59,under,-105,24.9,35.0,4,2025-01-01
2025-01-16,Jalen Williams,21.5,20.2,19,1.3,0.568,0.579,0.5,0.079,False,0.0,0.0,1140.59,under,-115,18.3,24.0,4,2025-01-01
2025-01-17,Jaylen Brown,21.5,18.6,20,2.85,0.646,0.664,0.52,0.144,True,92.39,73.91,1214.5,under,-125,23.4,10.0,4,2025-01-01
2025-01-17,Austin Reaves,18.5,16.2,38,2.27,0.617,0.634,0.5,0.134,True,87.47,-87.47,1127.03,under,-115,19.6,14.0,4,2025-01-01
2025-01-17,Naji Marshall,11.5,10.2,14,1.32,0.569,0.608,0.49,0.118,True,69.82,-69.82,1057.21,under,-110,9.9,7.0,4,2025-01-01
2025-01-17,Julius Randle,20.5,18.2,8,2.25,0.616,0.632,0.52,0.112,True,66.6,53.28,1110.49,under,-125,19.2,17.0,4,2025-01-01
2025-01-17,Zach LaVine,27.5,25.3,19,2.18,0.613,0.631,0.52,0.111,True,69.34,55.47,1165.96,under,-125,29.2,15.0,4,2025-01-01
2025-01-17,Scottie Barnes,21.5,19.9,10,1.64,0.585,0.599,0.49,0.109,True,66.72,60.65,1226.62,under,-110,20.8,18.0,4,2025-01-01
2025-01-17,Derrick White,12.5,11.4,12,1.07,0.556,0.592,0.49,0.102,True,65.69,59.72,1286.34,under,-110,13.8,6.0,4,2025-01-01
2025-01-17,Victor Wembanyama,25.5,22.5,19,3.03,0.655,0.675,0.51,0.165,False,0.0,0.0,1286.34,under,-120,24.5,13.0,4,2025-01-01
2025-01-17,Tyler Herro,24.5,23.4,22,1.06,0.556,0.568,0.49,0.079,False,0.0,0.0,1286.34,under,-110,24.8,34.0,4,2025-01-01
2025-01-17,Stephon Castle,16.5,13.3,20,3.15,0.66,0.714,0.49,0.224,False,0.0,0.0,1286.34,under,-110,11.1,26.0,4,2025-01-01
2025-01-17,Rudy Gobert,10.5,8.3,11,2.18,0.612,0.66,0.51,0.15,False,0.0,0.0,1286.34,under,-120,9.1,7.0,4,2025-01-01
2025-01-17,R.J. Barrett,21.5,18.0,21,3.47,0.675,0.695,0.48,0.215,False,0.0,0.0,1286.34,under,-105,20.7,22.0,4,2025-01-01
2025-01-17,Daniel Gafford,13.5,11.2,8,2.33,0.62,0.669,0.49,0.179,False,0.0,0.0,1286.34,under,-110,11.0,27.0,4,2025-01-01
2025-01-17,Giannis Antetokounmpo,29.5,26.0,35,3.47,0.675,0.696,0.49,0.206,False,0.0,0.0,1286.34,under,-110,28.1,26.0,4,2025-01-01
2025-01-17,Josh Hart,14.5,10.9,12,3.59,0.681,0.735,0.52,0.215,False,0.0,0.0,1286.34,under,-125,14.4,10.0,4,2025-01-01
2025-01-18,Cade Cunningham,26.5,24.0,20,2.5,0.629,0.648,0.5,0.148,True,102.33,88.98,1375.32,under,-115,24.9,20.0,4,2025-01-01
2025-01-18,Clint Capela,9.5,7.3,3,2.15,0.611,0.659,0.51,0.148,True,111.95,93.29,1468.61,under,-120,8.3,11.0,4,2025-01-01
2025-01-18,Rudy Gobert,10.5,8.6,17,1.9,0.598,0.644,0.52,0.123,True,101.61,-101.61,1367.0,under,-125,9.5,11.0,4,2025-01-01
2025-01-18,Malik Beasley,16.5,15.0,14,1.5,0.578,0.62,0.5,0.12,True,88.17,76.67,1443.67,under,-115,14.3,3.0,4,2025-01-01
2025-01-18,Donovan Mitchell,22.5,20.6,36,1.91,0.599,0.614,0.5,0.114,True,88.46,-88.46,1355.21,under,-115,21.1,8.0,4,2025-01-01
2025-01-18,Tyrese Maxey,28.5,26.9,28,1.55,0.581,0.596,0.49,0.106,True,75.42,68.56,1423.77,under,-110,26.6,33.0,4,2025-01-01
2025-01-18,Kevin Durant,26.5,25.0,36,1.53,0.579,0.595,0.49,0.105,True,78.49,-78.49,1345.28,under,-110,26.3,23.0,4,2025-01-01
2025-01-18,Kyle Kuzma,15.5,12.0,22,3.54,0.679,0.733,0.51,0.223,False,0.0,0.0,1345.28,under,-120,12.0,5.0,4,2025-01-01
2025-01-18,Stephen Curry,27.5,24.3,26,3.24,0.665,0.685,0.5,0.185,False,0.0,0.0,1345.28,under,-115,24.2,31.0,4,2025-01-01
2025-01-18,Jaylen Brown,23.5,19.4,24,4.06,0.703,0.722,0.49,0.232,False,0.0,0.0,1345.28,under,-110,21.9,20.0,4,2025-01-01
2025-01-18,Devin Booker,27.5,24.4,35,3.13,0.659,0.68,0.49,0.19,False,0.0,0.0,1345.28,under,-110,25.8,37.0,4,2025-01-01
2025-01-19,Tyrese Maxey,27.5,25.2,37,2.34,0.62,0.639,0.49,0.149,True,105.23,-105.23,1240.05,under,-110,26.2,28.0,4,2025-01-01
2025-01-19,D'Angelo Russell,14.5,13.1,9,1.37,0.571,0.611,0.48,0.131,True,83.25,79.29,1319.34,under,-105,12.7,19.0,4,2025-01-01
2025-01-19,Victor Wembanyama,23.5,19.8,21,3.69,0.686,0.705,0.52,0.185,False,0.0,0.0,1319.34,under,-125,23.8,19.0,4,2025-01-01
2025-01-19,Shaedon Sharpe,21.5,20.0,23,1.53,0.58,0.593,0.51,0.082,False,0.0,0.0,1319.34,under,-120,18.9,13.0,4,2025-01-01
2025-01-19,Stephon Castle,14.5,12.7,11,1.81,0.594,0.638,0.48,0.158,False,0.0,0.0,1319.34,under,-105,11.4,20.0,4,2025-01-01
2025-01-19,Josh Giddey,11.5,10.3,0,1.2,0.563,0.601,0.52,0.08,False,0.0,0.0,1319.34,under,-125,9.3,6.0,4,2025-01-01
2025-01-19,Giannis Antetokounmpo,29.5,28.1,34,1.36,0.571,0.585,0.49,0.095,False,0.0,0.0,1319.34,under,-110,28.3,35.0,4,2025-01-01
2025-01-19,Devin Vassell,18.5,17.2,23,1.34,0.57,0.581,0.51,0.071,False,0.0,0.0,1319.34,under,-120,16.7,21.0,4,2025-01-01
2025-01-20,Naji Marshall,11.5,10.0,8,1.46,0.576,0.617,0.48,0.137,True,92.63,88.22,1407.56,under,-105,9.4,14.0,4,2025-01-01
2025-01-20,Isaiah Collier,10.5,8.5,20,2.02,0.604,0.651,0.52,0.13,True,102.93,-102.93,1304.63,under,-125,7.5,8.0,4,2025-01-01
2025-01-20,Mike Conley,9.5,7.9,5,1.62,0.584,0.627,0.5,0.127,True,89.06,77.44,1382.07,under,-115,7.1,9.0,4,2025-01-01
2025-01-20,Jalen Brunson,28.5,26.2,34,2.35,0.621,0.64,0.52,0.119,True,92.51,-92.51,1289.56,under,-125,27.6,26.0,4,2025-01-01
2025-01-20,Rudy Gobert,11.5,9.9,4,1.64,0.585,0.628,0.51,0.118,True,83.69,69.74,1359.3,under,-120,9.5,17.0,4,2025-01-01
2025-01-20,Walker Kessler,12.5,11.0,19,1.52,0.579,0.62,0.51,0.11,True,82.24,-82.24,1277.06,under,-120,11.5,11.0,4,2025-01-01
2025-01-20,Stephen Curry,25.5,23.7,18,1.84,0.595,0.612,0.51,0.102,True,71.64,59.7,1336.76,under,-120,25.8,26.0,4,2025-01-01
2025-01-20,Kyrie Irving,24.5,23.4,33,1.15,0.56,0.573,0.5,0.073,False,0.0,0.0,1336.76,under,-115,24.4,25.0,4,2025-01-01
2025-01-20,Keyonte George,22.5,18.4,23,4.13,0.706,0.725,0.5,0.225,False,0.0,0.0,1336.76,under,-115,18.9,26.0,4,2025-01-01
2025-01-20,OG Anunoby,15.5,13.2,8,2.28,0.617,0.666,0.48,0.186,False,0.0,0.0,1336.76,under,-105,15.0,18.0,4,2025-01-01
2025-01-20,Julius Randle,21.5,19.9,5,1.64,0.585,0.599,0.5,0.099,False,0.0,0.0,1336.76,under,-115,17.7,20.0,4,2025-01-01
2025-01-20,Cade Cunningham,26.5,23.0,32,3.53,0.679,0.699,0.49,0.209,False,0.0,0.0,1336.76,under,-110,25.2,20.0,4,2025-01-01
2025-01-20,Josh Hart,14.5,12.6,14,1.88,0.597,0.643,0.49,0.153,False,0.0,0.0,1336.76,under,-110,13.3,12.0,4,2025-01-01
2025-01-20,Andrew Wiggins,19.5,16.0,4,3.5,0.677,0.696,0.5,0.196,False,0.0,0.0,1336.76,under,-115,18.0,31.0,4,2025-01-01
2025-01-20,Donovan Mitchell,26.5,23.5,33,2.98,0.652,0.672,0.5,0.172,False,0.0,0.0,1336.76,under,-115,22.5,36.0,4,2025-01-01
2025-01-21,Davion Mitchell,6.5,4.9,7,1.59,0.583,0.625,0.48,0.145,True,99.34,-99.34,1237.42,under,-105,4.5,10.0,4,2025-01-01
2025-01-21,Jakob Poeltl,12.5,10.7,8,1.76,0.591,0.635,0.49,0.145,True,94.2,85.64,1323.06,under,-110,13.0,12.0,4,2025-01-01
2025-01-21,Kyle Kuzma,16.5,14.9,12,1.65,0.586,0.628,0.51,0.118,True,85.87,71.56,1394.62,under,-120,14.1,13.0,4,2025-01-01
2025-01-21,Paolo Banchero,24.5,22.4,26,2.08,0.608,0.625,0.51,0.115,True,88.21,-88.21,1306.41,under,-120,25.2,10.0,4,2025-01-01
2025-01-21,Rui Hachimura,13.5,12.1,9,1.44,0.575,0.615,0.5,0.115,True,80.75,70.22,1376.62,under,-115,12.6,10.0,4,2025-01-01
2025-01-21,Gradey Dick,13.5,11.7,17,1.78,0.592,0.636,0.531,0.106,True,83.91,-83.91,1292.71,under,-130,11.1,13.0,4,2025-01-01
2025-01-21,LeBron James,24.5,23.4,21,1.12,0.558,0.572,0.5,0.072,False,0.0,0.0,1292.71,under,-115,25.8,29.0,4,2025-01-01
2025-01-21,R.J. Barrett,22.5,17.9,19,4.65,0.729,0.748,0.51,0.238,False,0.0,0.0,1292.71,under,-120,19.6,21.0,4,2025-01-01
2025-01-21,Tyrese Maxey,30.5,25.8,28,4.73,0.733,0.752,0.52,0.231,False,0.0,0.0,1292.71,under,-125,27.6,37.0,4,2025-01-01
2025-01-21,Paul George,22.5,19.2,11,3.34,0.669,0.688,0.52,0.168,False,0.0,0.0,1292.71,under,-125,18.9,26.0,4,2025-01-01
2025-01-21,Anthony Davis,27.5,24.5,29,3.0,0.653,0.673,0.51,0.163,False,0.0,0.0,1292.71,under,-120,21.4,22.0,4,2025-01-01
2025-01-21,Jimmy Butler,15.5,12.2,13,3.26,0.665,0.719,0.48,0.239,False,0.0,0.0,1292.71,under,-105,14.9,8.0,4,2025-01-01
2025-01-22,Ausar Thompson,9.5,7.7,16,1.82,0.594,0.639,0.49,0.149,True,101.12,-101.12,1191.59,under,-110,8.1,11.0,4,2025-01-01
2025-01-22,Donovan Mitchell,26.5,24.3,19,2.2,0.614,0.632,0.5,0.132,True,84.54,73.51,1265.11,under,-115,22.5,33.0,4,2025-01-01
2025-01-22,Rudy Gobert,10.5,8.6,14,1.87,0.597,0.642,0.531,0.111,True,80.75,-80.75,1184.36,under,-130,9.1,4.0,4,2025-01-01
2025-01-22,Kyrie Irving,26.5,24.9,36,1.56,0.581,0.597,0.52,0.076,False,0.0,0.0,1184.36,under,-125,24.8,33.0,4,2025-01-01
2025-01-22,Nick Richards,8.5,7.1,8,1.44,0.575,0.616,0.531,0.085,False,0.0,0.0,1184.36,under,-130,6.9,4.0,4,2025-01-01
2025-01-22,Nick Smith Jr,10.5,9.4,9,1.14,0.56,0.597,0.51,0.087,False,0.0,0.0,1184.36,under,-120,7.9,19.0,4,2025-01-01
2025-01-22,Trayce Jackson-Davis,9.5,5.9,11,3.64,0.683,0.738,0.531,0.207,False,0.0,0.0,1184.36,under,-130,7.4,5.0,4,2025-01-01
2025-01-22,Stephen Curry,26.5,23.0,14,3.45,0.675,0.695,0.49,0.205,False,0.0,0.0,1184.36,under,-110,23.8,18.0,4,2025-01-01
2025-01-22,Dennis Schroder,13.5,10.1,7,3.38,0.671,0.725,0.5,0.225,False,0.0,0.0,1184.36,under,-115,11.6,7.0,4,2025-01-01
2025-01-22,Andrew Wiggins,17.5,16.3,25,1.23,0.564,0.575,0.49,0.085,False,0.0,0.0,1184.36,under,-110,16.3,4.0,4,2025-01-01
2025-01-22,Ja Morant,22.5,20.6,16,1.93,0.6,0.615,0.52,0.094,False,0.0,0.0,1184.36,under,-125,20.5,19.0,4,2025-01-01
2025-01-23,Nikola Jokic,27.5,25.0,35,2.48,0.628,0.647,0.51,0.137,True,89.24,-89.24,1095.12,under,-120,28.1,27.0,4,2025-01-01
2025-01-23,Zach LaVine,27.5,25.5,24,2.01,0.604,0.621,0.49,0.132,True,75.89,68.99,1164.11,under,-110,28.6,27.0,4,2025-01-01
2025-01-23,Rui Hachimura,11.5,10.0,10,1.47,0.576,0.617,0.49,0.127,True,77.62,70.56,1234.67,under,-110,11.7,9.0,4,2025-01-01
2025-01-23,Michael Porter Jr,16.5,14.9,20,1.56,0.581,0.623,0.5,0.123,True,81.63,-81.63,1153.04,under,-115,16.4,19.0,4,2025-01-01
2025-01-23,Jamal Murray,20.5,18.9,18,1.62,0.584,0.597,0.49,0.107,True,64.77,58.88,1211.92,under,-110,19.5,9.0,4,2025-01-01
2025-01-23,Andrew Nembhard,10.5,9.4,8,1.09,0.557,0.593,0.49,0.104,True,66.17,60.15,1272.08,under,-110,9.9,7.0,4,2025-01-01
2025-01-23,Nikola Vucevic,20.5,18.6,9,1.86,0.596,0.611,0.51,0.101,True,70.66,58.88,1330.96,under,-120,20.2,17.0,4,2025-01-01
2025-01-23,Kyrie Irving,25.5,22.2,24,3.29,0.667,0.687,0.5,0.187,False,0.0,0.0,1330.96,under,-115,26.7,36.0,4,2025-01-01
2025-01-23,Stephen Curry,26.5,22.8,21,3.68,0.685,0.706,0.51,0.196,False,0.0,0.0,1330.96,under,-120,23.0,14.0,4,2025-01-01
2025-01-23,Victor Wembanyama,28.5,21.8,30,6.69,0.81,0.821,0.51,0.311,False,0.0,0.0,1330.96,under,-120,21.7,21.0,4,2025-01-01
2025-01-23,R.J. Barrett,21.5,20.4,15,1.13,0.559,0.569,0.49,0.08,False,0.0,0.0,1330.96,under,-110,19.2,19.0,4,2025-01-01
2025-01-23,Paolo Banchero,25.5,21.5,8,4.02,0.701,0.721,0.49,0.231,False,0.0,0.0,1330.96,under,-110,24.5,26.0,4,2025-01-01
2025-01-23,Davion Mitchell,6.5,5.3,2,1.18,0.562,0.599,0.51,0.089,False,0.0,0.0,1330.96,under,-120,4.7,7.0,4,2025-01-01
2025-01-23,Bennedict Mathurin,15.5,13.1,24,2.42,0.625,0.674,0.52,0.154,False,0.0,0.0,1330.96,under,-125,15.2,8.0,4,2025-01-01
2025-01-23,Ayo Dosunmu,13.5,10.3,13,3.18,0.662,0.715,0.51,0.205,False,0.0,0.0,1330.96,under,-120,11.5,12.0,4,2025-01-01
2025-01-23,Anthony Davis,24.5,21.4,24,3.14,0.66,0.679,0.51,0.169,False,0.0,0.0,1330.96,under,-120,23.3,29.0,4,2025-01-01
2025-01-23,Jaylen Brown,22.5,18.7,17,3.76,0.689,0.709,0.49,0.219,False,0.0,0.0,1330.96,under,-110,19.3,17.0,4,2025-01-01
2025-01-23,Giannis Antetokounmpo,28.5,27.2,25,1.26,0.566,0.58,0.5,0.08,False,0.0,0.0,1330.96,under,-115,28.7,34.0,4,2025-01-01
2025-01-23,Jalen Johnson,20.5,16.6,3,3.88,0.695,0.714,0.48,0.234,False,0.0,0.0,1330.96,under,-105,18.6,17.0,4,2025-01-01
2025-01-24,Donovan Mitchell,26.5,23.9,37,2.62,0.635,0.654,0.52,0.134,True,100.32,-100.32,1230.64,under,-125,22.1,19.0,4,2025-01-01
2025-01-24,Tyrese Maxey,28.5,27.2,29,1.27,0.566,0.58,0.5,0.08,False,0.0,0.0,1230.64,under,-115,27.7,28.0,4,2025-01-01
2025-01-24,Zach Edey,7.5,6.4,13,1.07,0.556,0.592,0.52,0.072,False,0.0,0.0,1230.64,under,-125,5.1,7.0,4,2025-01-01
2025-01-25,Buddy Hield,11.5,9.4,10,2.14,0.61,0.658,0.51,0.148,True,100.17,83.48,1314.12,under,-120,11.2,3.0,4,2025-01-01
2025-01-25,Jaylen Brown,21.5,18.8,22,2.74,0.64,0.658,0.51,0.148,True,106.97,-106.97,1207.15,under,-120,17.9,17.0,4,2025-01-01
2025-01-25,Rudy Gobert,11.5,9.5,14,2.03,0.605,0.651,0.51,0.141,True,93.61,-93.61,1113.54,under,-120,9.9,14.0,4,2025-01-01
2025-01-25,Amen Thompson,15.5,14.1,23,1.35,0.57,0.61,0.48,0.13,True,74.19,-74.19,1039.35,under,-105,16.1,16.0,4,2025-01-01
2025-01-25,Nick Smith Jr,13.5,11.8,5,1.66,0.586,0.629,0.5,0.129,True,72.07,62.67,1102.02,under,-115,10.1,17.0,4,2025-01-01
2025-01-25,Ziaire Williams,11.5,10.3,1,1.25,0.565,0.604,0.5,0.104,True,61.6,53.57,1155.58,under,-115,11.3,7.0,4,2025-01-01
2025-01-25,Nick Richards,9.5,7.8,20,1.71,0.589,0.632,0.531,0.102,True,67.77,-67.77,1087.81,under,-130,7.1,8.0,4,2025-01-01
2025-01-25,Andrew Nembhard,10.5,9.3,15,1.21,0.563,0.601,0.5,0.101,True,59.05,-59.05,1028.76,under,-115,9.7,8.0,4,2025-01-01
2025-01-25,Moses Moody,10.5,9.1,10,1.4,0.573,0.613,0.52,0.093,False,0.0,0.0,1028.76,under,-125,9.6,16.0,4,2025-01-01
2025-01-25,Nikola Jokic,27.5,25.9,20,1.64,0.585,0.601,0.51,0.091,False,0.0,0.0,1028.76,under,-120,28.0,35.0,4,2025-01-01
2025-01-25,Kyle Kuzma,15.5,13.5,30,2.03,0.605,0.652,0.5,0.152,False,0.0,0.0,1028.76,under,-115,13.9,12.0,4,2025-01-01
2025-01-25,Kyrie Irving,25.5,23.0,22,2.47,0.627,0.646,0.49,0.156,False,0.0,0.0,1028.76,under,-110,27.0,24.0,4,2025-01-01
2025-01-25,Victor Wembanyama,28.5,22.8,20,5.68,0.772,0.788,0.5,0.288,False,0.0,0.0,1028.76,under,-115,22.8,30.0,4,2025-01-01
2025-01-25,Stephen Curry,24.5,23.5,13,1.0,0.552,0.565,0.49,0.075,False,0.0,0.0,1028.76,under,-110,24.0,21.0,4,2025-01-01
2025-01-25,R.J. Barrett,21.5,18.4,23,3.11,0.658,0.677,0.49,0.187,False,0.0,0.0,1028.76,under,-110,18.0,15.0,4,2025-01-01
2025-01-25,Paolo Banchero,24.5,22.9,32,1.62,0.584,0.6,0.52,0.08,False,0.0,0.0,1028.76,under,-125,23.8,8.0,4,2025-01-01
2025-01-25,T.J. McConnell,8.5,6.7,12,1.78,0.592,0.636,0.541,0.096,False,0.0,0.0,1028.76,under,-135,7.2,4.0,4,2025-01-01
2025-01-25,Daniel Gafford,14.5,10.1,19,4.45,0.72,0.774,0.51,0.264,False,0.0,0.0,1028.76,under,-120,13.2,12.0,4,2025-01-01
2025-01-25,Karl-Anthony Towns,25.5,24.2,18,1.29,0.567,0.581,0.51,0.071,False,0.0,0.0,1028.76,under,-120,26.8,25.0,4,2025-01-01
2025-01-25,Anthony Davis,23.5,20.9,36,2.59,0.633,0.65,0.49,0.161,False,0.0,0.0,1028.76,under,-110,23.8,24.0,4,2025-01-01
2025-01-25,Jalen Duren,10.5,9.4,10,1.13,0.559,0.596,0.5,0.096,False,0.0,0.0,1028.76,under,-115,11.7,14.0,4,2025-01-01
2025-01-26,Aaron Wiggins,11.5,9.7,4,1.85,0.596,0.641,0.52,0.12,True,69.44,55.55,1084.31,under,-125,11.0,9.0,4,2025-01-01
2025-01-27,Onyeka Okongwu,15.5,13.3,7,2.25,0.616,0.664,0.52,0.144,True,87.83,70.26,1154.58,under,-125,14.0,19.0,4,2025-01-01
2025-01-27,Karl-Anthony Towns,24.5,21.7,24,2.77,0.642,0.66,0.52,0.139,True,90.27,72.22,1226.79,under,-125,25.4,18.0,4,2025-01-01
2025-01-27,Khris Middleton,13.5,11.6,22,1.91,0.599,0.644,0.52,0.124,True,85.57,-85.57,1141.22,under,-125,12.5,13.0,4,2025-01-01
2025-01-27,Evan Mobley,17.5,15.0,11,2.46,0.627,0.644,0.52,0.124,True,79.6,63.68,1204.9,under,-125,17.0,7.0,4,2025-01-01
2025-01-27,Tobias Harris,12.5,10.6,2,1.85,0.596,0.641,0.52,0.121,True,82.01,65.61,1270.51,under,-125,11.3,2.0,4,2025-01-01
2025-01-27,Cade Cunningham,26.5,24.5,22,1.99,0.603,0.62,0.5,0.12,True,81.95,71.26,1341.77,under,-115,27.1,35.0,4,2025-01-01
2025-01-27,De'Aaron Fox,22.5,20.2,30,2.3,0.619,0.635,0.52,0.115,True,86.8,-86.8,1254.97,under,-125,21.3,14.0,4,2025-01-01
2025-01-27,Taurean Prince,8.5,6.8,6,1.66,0.586,0.629,0.52,0.109,True,76.95,61.56,1316.53,under,-125,6.2,3.0,4,2025-01-01
2025-01-27,Zach LaVine,26.5,24.8,21,1.67,0.587,0.603,0.5,0.103,True,72.89,63.38,1379.92,under,-115,27.0,25.0,4,2025-01-01
2025-01-27,Zaccharie Risacher,10.5,8.8,11,1.73,0.59,0.633,0.531,0.103,True,81.73,-81.73,1298.19,under,-130,9.5,2.0,4,2025-01-01
2025-01-27,Julius Randle,20.5,18.6,20,1.88,0.598,0.612,0.51,0.102,True,72.83,60.69,1358.88,under,-120,16.4,21.0,4,2025-01-01
2025-01-27,Nikola Jokic,27.5,25.2,33,2.29,0.618,0.637,0.48,0.157,False,0.0,0.0,1358.88,under,-105,27.7,20.0,4,2025-01-01
2025-01-27,Nikola Vucevic,20.5,19.4,20,1.08,0.556,0.567,0.52,0.046,False,0.0,0.0,1358.88,under,-125,19.9,22.0,4,2025-01-01
2025-01-27,Zach Edey,8.5,7.3,9,1.23,0.564,0.603,0.51,0.093,False,0.0,0.0,1358.88,under,-120,6.9,19.0,4,2025-01-01
2025-01-27,Scottie Barnes,21.5,20.1,21,1.41,0.574,0.586,0.5,0.086,False,0.0,0.0,1358.88,under,-115,19.6,24.0,4,2025-01-01
2025-01-27,R.J. Barrett,22.5,18.4,17,4.08,0.704,0.723,0.48,0.244,False,0.0,0.0,1358.88,under,-105,18.6,23.0,4,2025-01-01
2025-01-27,Peyton Watson,6.5,4.6,4,1.94,0.6,0.646,0.49,0.156,False,0.0,0.0,1358.88,under,-110,7.1,2.0,4,2025-01-01
2025-01-27,Kel'el Ware,13.5,9.7,19,3.82,0.692,0.746,0.48,0.266,False,0.0,0.0,1358.88,under,-105,11.8,7.0,4,2025-01-01
2025-01-27,De'Andre Hunter,20.5,16.3,35,4.19,0.709,0.728,0.49,0.238,False,0.0,0.0,1358.88,under,-110,15.6,8.0,4,2025-01-01
2025-01-27,Jordan Poole,22.5,20.7,15,1.8,0.593,0.608,0.51,0.098,False,0.0,0.0,1358.88,under,-120,21.2,19.0,4,2025-01-01
2025-01-27,Jaylen Brown,21.5,18.6,28,2.86,0.646,0.665,0.51,0.154,False,0.0,0.0,1358.88,under,-120,18.9,22.0,4,2025-01-01
2025-01-27,Giannis Antetokounmpo,30.5,29.1,35,1.36,0.571,0.585,0.49,0.095,False,0.0,0.0,1358.88,under,-110,28.5,25.0,4,2025-01-01
2025-01-27,Ja Morant,21.5,18.3,10,3.18,0.662,0.681,0.49,0.191,False,0.0,0.0,1358.88,under,-110,18.4,11.0,4,2025-01-01
2025-01-28,Buddy Hield,11.5,10.1,2,1.42,0.574,0.614,0.48,0.135,True,94.02,89.54,1448.42,under,-105,11.5,10.0,4,2025-01-01
2025-01-28,Trayce Jackson-Davis,7.5,6.3,4,1.21,0.563,0.601,0.48,0.121,True,89.82,85.54,1533.96,under,-105,7.9,4.0,4,2025-01-01
2025-01-28,LeBron James,24.5,23.0,31,1.47,0.576,0.591,0.5,0.091,False,0.0,0.0,1533.96,under,-115,22.6,22.0,4,2025-01-01
2025-01-28,Giannis Antetokounmpo,31.5,28.6,39,2.91,0.648,0.669,0.48,0.189,False,0.0,0.0,1533.96,under,-105,28.9,35.0,4,2025-01-01
2025-01-28,Damian Lillard,27.5,26.5,20,1.01,0.553,0.565,0.49,0.076,False,0.0,0.0,1533.96,under,-110,27.1,35.0,4,2025-01-01
2025-01-28,Gary Trent Jr,11.5,10.2,11,1.29,0.567,0.606,0.52,0.086,False,0.0,0.0,1533.96,under,-125,10.8,8.0,4,2025-01-01
2025-01-29,Miles Bridges,23.5,21.0,23,2.52,0.629,0.647,0.5,0.147,True,121.2,105.39,1639.35,under,-115,20.7,26.0,4,2025-01-01
2025-01-29,Jordan Poole,23.5,20.9,3,2.61,0.634,0.652,0.51,0.142,True,128.03,106.69,1746.05,under,-120,19.7,15.0,4,2025-01-01
2025-01-29,De'Aaron Fox,23.5,21.3,19,2.21,0.614,0.63,0.49,0.141,True,129.25,117.5,1863.55,under,-110,21.0,30.0,4,2025-01-01
2025-01-29,Nikola Jokic,27.5,24.8,17,2.66,0.637,0.656,0.52,0.136,True,142.56,114.05,1977.59,under,-125,26.9,33.0,4,2025-01-01
2025-01-29,Jalen Brunson,26.5,24.6,30,1.91,0.599,0.616,0.48,0.136,True,137.84,-137.84,1839.75,under,-105,27.5,20.0,4,2025-01-01
2025-01-29,Max Strus,9.5,8.0,8,1.51,0.578,0.62,0.49,0.13,True,125.56,114.15,1953.9,under,-110,8.0,10.0,4,2025-01-01
2025-01-29,Jarrett Allen,12.5,11.1,12,1.44,0.575,0.615,0.5,0.115,True,120.78,105.03,2058.93,under,-115,13.2,15.0,4,2025-01-01
2025-01-29,Daniel Gafford,16.5,14.6,22,1.89,0.598,0.643,0.531,0.113,True,133.78,-133.78,1925.15,under,-130,15.2,18.0,4,2025-01-01
2025-01-29,Josh Hart,13.5,11.8,15,1.72,0.589,0.633,0.52,0.113,True,122.37,-122.37,1802.78,under,-125,12.7,4.0,4,2025-01-01
2025-01-29,Nick Smith Jr,13.5,12.0,2,1.52,0.579,0.621,0.51,0.111,True,110.06,91.72,1894.49,under,-120,10.3,4.0,4,2025-01-01
2025-01-29,Jaylen Brown,24.5,22.4,28,2.12,0.61,0.627,0.52,0.107,True,114.02,-114.02,1780.47,under,-125,19.6,28.0,4,2025-01-01
2025-01-29,Michael Porter Jr,16.5,15.1,9,1.38,0.572,0.584,0.51,0.074,False,0.0,0.0,1780.47,under,-120,14.8,18.0,4,2025-01-01
2025-01-29,Nikola Vucevic,20.5,16.9,6,3.6,0.682,0.701,0.5,0.201,False,0.0,0.0,1780.47,under,-115,19.5,20.0,4,2025-01-01
2025-01-29,Vasilije Micic,12.5,9.0,15,3.54,0.679,0.733,0.5,0.233,False,0.0,0.0,1780.47,under,-115,5.4,11.0,4,2025-01-01
2025-01-29,Tyrese Maxey,31.5,28.4,30,3.14,0.66,0.68,0.49,0.19,False,0.0,0.0,1780.47,under,-110,31.7,43.0,4,2025-01-01
2025-01-29,R.J. Barrett,22.5,18.9,11,3.63,0.683,0.703,0.51,0.193,False,0.0,0.0,1780.47,under,-120,17.8,17.0,4,2025-01-01
